,idx,question,content,best_answer,focus,age,gender,other_demographic,sadness_support,sadness_cause,joy_support,joy_cause,fear_support,fear_cause,anger_support,anger_cause,surprise_support,surprise_cause,disgust_support,disgust_cause,trust_support,trust_cause,anticipation_support,anticipation_cause,confusion_support,confusion_cause,denial_support,denial_cause,neutral,other_emotional_state,informational_support,emotional_support,esteem_support,tangible_support,network_support,other_support,support_needs,any_notes,other_demographic ,focus 
66,788346,"How long before labor begins if I've been experiencing loose stools, mild cramping, and backaches for a week?","I'm an Asian Indian living in the U.S. and I know that race has something to do with gestation time, etc.  So I wanted to post this question to the Indian women out there who may have experienced what I am experiencing, so you may give me an idea on about how much longer I have. My doctor can of course only guess until she checks my cervix again, so I thought I'd get some real life insight. Thanks in advance!",well I'm not Asian but had same symptoms and had my daughter six weeks early.and second time same thing at happened nearly had baby at clinic waiting to see Doctor to ask if i was in labor had her five weeks early,labor,,Female,,,,,,"How long before labor begins if I've been experiencing loose stools, mild cramping, and backaches for a week?",labor,,,,,,,,,,,,,,,Yes,,,,,,"So I wanted to post this question to the Indian women out there who may have experienced what I am experiencing,",,Yes: well I'm not Asian but had same symptoms and had my daughter six weeks early.and second time same thing at happened nearly had baby at clinic waiting to see Doctor to ask if i was in labor had her five weeks early,,,
69,956827,What really is sleep paralysis?,"I've had this since i was 5, no one really believed or listened to me when i try to explain to them. It's probably the scariest thing i have experienced, sometimes im afraid to go to bed. I remember most of my episodes. When i start to get the hang of it, this one nite, i felt a knife on my hand while my body was all numb and someone was in the room with me, and they took the knife away the droped it on the floor, i could hear it drop. When the knife was on my hand i studied the exact detail of it, and in the mornin i went to the kitchen and studied the knife, it was exactly the same one, i know it may be nothing but i dont usually pay attention to knives, so i dont really know the little bumps and details of the knife.
so when i try to explain it to people they just laugh it off, so that's what pisses me off. They dont understand how horrifying it is, i just wish that they could experience it and see how they feel afterwards,then they can tell me how they feel.","Hi! I have experience sleep paralysis also, and found it a very frightening experience.  Some people tend to call it 'old hag' syndrome..  others just refer to it as a sleep disorder.  Like you, I rarely said anything about it because I thought I was going crazy!  Check out website www.sciencenews.org/articles/20050709 it's called 'Night of the Crusher', and might help you understand a little bit more.  I assure you that you aren't going crazy or anything.  If it happens again, try to relax and let it all pass.",sleep paralysis,,,,,,,,"It's probably the scariest thing i have experienced, sometimes im afraid to go to bed",most of my episodes,that's what pisses me off.,"when i try to explain it to people they just laugh it off, They dont understand how horrifying it is",,,,,,,,,,,,,,,,"They dont understand how horrifying it is, i just wish that they could experience it and see how they feel afterwards,then they can tell me how they feel.",,,,,"Yes: I have experience sleep paralysis also, and found it a very frightening experience. / I assure you that you aren't going crazy or anything.  If it happens again, try to relax and let it all pass.",,,
75,2023308,Question for diabetics. What do you think of this situation?,"I have recently had problems with my blood pressure going up then sometimes in the normal range. I also have had fluid retention. My feet, legs, and ankles swell also. I was given HCTZ to take for the fluid and even after I complained that my feet, legs and ankles had a burning sensation, my doctor said nothing. I went off the HCTZ on my own and the burning sensation went away. I knew it was from the med but he didn't. I have also vision changes. I told my doctor that I had some symptoms that diabetics have. I asked him if a blood test would show if I had diabetes. He said it does and then said my blood tests are fine. Then I got a letter from him telling me my glucose has improved. I was never told that my glucose was not normal. What does this letter mean? He has not asked me to make another appointment nor has he scheduled other tests for me. Has anyone with diabetes ever been diagnosed with a medical conditon other than diabestes, when the real diagnosis should have been diabetes?","First, you should change a doctor.  A good doctor should never let his patient confused like this. 

Diabetes is defined as fasting blood glucose higher than 126, twice.  So the easiest way to find out is to get a copy of your blood test result, and look at it yourself.  

Since you've stopped HCTZ, make sure you are taking something else for your blood pressure.",diabetics,,,,,,,,,,"even after I complained that my feet, legs and ankles had a burning sensation",my doctor said nothing / I was never told that my glucose was not normal.,,,,,,,,,,,,,,,,,,,"Has anyone with diabetes ever been diagnosed with a medical conditon other than diabestes, when the real diagnosis should have been diabetes?",,"Yes: First, you should change a doctor.  / Diabetes is defined as fasting blood glucose higher than 126, twice.  So the easiest way to find out is to get a copy of your blood test result, and look at it yourself.",,,
76,1752930,Was I pregnant?,"Right after I had my period and i was supposed to start the pill, i forgot and took it a day late. that night I had unprotected sex, and a few days later i had symptoms of pregnancy, such as vomiting every day and breast tenderness, although no cramps or pains(which I don't even get when I have my period. I was going to wait to see if I got my period, which i did, but I know when you are on the pill, it is still possible to get your period. About 2 weeks later I started bleeding, but not heavy like when I have my period. After 2 weeks of bleeding I took a pregnancy test, and it came up negative. So I'm wondering if I was pregnant and I had a miscarriage? I never went to the doctor, but It's been a month since that, so should I go to the doctor, or is there no point now since it's been a month? If it was a miscarriage and if there is no way for the doctor to tell because it's been so long, would it affect me in the future when I want to have kids?","well for one thing you dont have symptoms for a few weeks after the egg implants itself. and that can take up to 12 days. then a week or 2 later you start to exerience breast tenderness. you were never pregnant. these symptoms could just be all in your head or its side effects of the pill. if you are vomiting you need to go to a lower dose while on the pill
you got yout period
and you dont experience symptoms till about 2 weeks after the egg implants itself. 

but if you didnt think you had a miscarriage then you should go tot he doc to see if anythign is left in there that could cause an infection that could lead to infertlity. but to me it just sounds like its side effects of the pill (if you are a few months new to it, your body is still adjusting, nausea, vomiting and breat tnderness are all side effects of the pill if you read the pamphlet.) never have unprotected sex either! the pill is not 100% effective and since you seem to not take them everyday then there is a decrease in effeciency of the pill protecting against pregnany. im on the pill and take it on time everyday and still use condoms even though i dont have to worry about std's cause we both lost ours to eachother, but we always use condoms just to protect against pregnancy just incase the condoms break the pill is really a back up method. 

go tot he doctor if you are still concerned. im sure you can talk tot he nurse and just get the answer over the phone but please prtect yourself! 

it is also if you are new to the pill that you bleed between periods. the symptoms of a miscarriage is heavy heavy bleeedin and severe cramps. 

liek i said its mostly side effects of the pill and you should talk to your doc abotu getting a lower dose of the pill",pregnant,,Female,,,,,,"So I'm wondering if I was pregnant and I had a miscarriage? / If it was a miscarriage and if there is no way for the doctor to tell because it's been so long, would it affect me in the future when I want to have kids?",i had symptoms of pregnancy,,,,,,,,,,,,,,,,,,,"should I go to the doctor, or is there no point now since it's been a month? should I go to the doctor, or is there no point now since it's been a month?",,"should I go to the doctor, or is there no point now since it's been a month? should I go to the doctor, or is there no point now since it's been a month?",,"Yes: you were never pregnant. these symptoms could just be all in your head or its side effects of the pill. /but to me it just sounds like its side effects of the pill (if you are a few months new to it, your body is still adjusting, nausea, vomiting and breat tnderness are all side effects of the pill if you read the pamphlet.) /   im on the pill and take it on time everyday and still use condoms even though i dont have to worry about std's cause we both lost ours to eachother, ",,,
77,1902081,Could I be pregnant?,"I havent had regular periods since I got off depo in 2004. I had my last period around Oct. 7th or 8th, one of those 2 days. Anyways, for 2 weeks i'd spot like maybe once a day...a little mucusy clear stuff with blood mixed in it. But now nothing for 4 days now.I have been tired...extremely tired I should say and just feeliing lousy. I have been having bad headaches and bad gas (LOL) constipation, been eating alot more and gaining some weight. BUT my husband and I have used a condom everytime we've had sex which isnt 100% I know, but my chances are slim.... has anyone ever been like this? Do you think I am pregnant and what are my chances for getting pregnant with a condom? I have a DR appoitnment soon but just wonderinmg if anyone else had any of these problems? Thanks!!!","I don't think you're pregnant. You COULD be. Probably not. Having your last period in October isn't so bad, you've only missed one so far. Sometimes your period can be set off schedule because of various reasons. But I'm not a doctor. I think that appointment will confirm something.
You might have an infection, actually. That's more likely; comparing the symptoms to infection symptoms.
 But you have the doctor for that. Hopefully it's good news!",pregnant,,Female,,I have been tired...extremely tired I should say and just feeliing lousy.,pregnant,,,,,,,,,,,,,,,,,,,,,,,,,has anyone ever been like this? Do you think I am pregnant and what are my chances for getting pregnant with a condom? I have a DR appoitnment soon but just wonderinmg if anyone else had any of these problems?,,"Yes: Sometimes your period can be set off schedule because of various reasons. But I'm not a doctor. I think that appointment will confirm something. You might have an infection, actually. That's more likely; comparing the symptoms to infection symptoms.  But you have the doctor for that. Hopefully it's good news!",,,
79,1981657,CA 125 Higher than 1 week before...?,"The doctor ran another CA-125 blood test, the first one was 49.1 the 2nd test was ran 1 week later, I just got the results today, which was 76.1...ok now I am so very scared, does that mean that it is cancer?  Or would endometriosis cause the numbers to go up, had 2 ultra-sounds, 1 cat scan, didn't show up anything, I am to have a D&C, Laparoscopy,and hysteroscopy on Dec 11, I stopped bleeding thank goodness...I just really want to know if anyone out there has had something like this, or Am I the only one?  If it was endometriosis wouldn't I be in pain?  I am not, every-once-in-awhile I get a bad backache with my periods, but nothing else, the doctor said today that I would be in pain, Please someone help...4 weeks of not knowing a thing is so very stressful...I think I am almost to a nervous breakdown.....","CA 125 is normally present in blood but any level more than 35 or a rising level associated only with any significant symptoms warrants further investigations to exclude a malignancy especially of the ovary.

Having said that, there are plenty of reasons for a high and rising CA 125, including peritonitis ( inflammation of intra abdominal lining ), pleuritis ( inflammation of lining of lung usually associated with a chest infection ), pregnancy, benign tumours of gynaeocological origin and also Endometriosis ( as you have enquired)

I understand that your doctor is planning a few investigations lined up only for a safe evaluation and peace of mind. I am hopeful that it will be nothing serious and I will pray for you. Please keep me informed if you can.",blood test,,Female,,Please someone help...4 weeks of not knowing a thing is so very stressful...I think I am almost to a nervous breakdown.....,4 weeks of not knowing a thing,I stopped bleeding thank goodness...,stopped bleeding,"now I am so very scared, does that mean that it is cancer?",cancer,,,,,,,,,does that mean that it is cancer?,cancer,,,,,,,,Please someone help...4 weeks of not knowing a thing is so very stressful...I think I am almost to a nervous breakdown.....,,,"I just really want to know if anyone out there has had something like this, or Am I the only one?",,Yes: I understand that your doctor is planning a few investigations lined up only for a safe evaluation and peace of mind. I am hopeful that it will be nothing serious and I will pray for you. Please keep me informed if you can.,,,
80,2256815,does anyone have any details on extreme manic bi-polar disorders? my x was diagnosed & he's scaring our  kid,he's 47 & she's 23 now. they live 45 mins. apart but he goes off into psychotic irrate rages on her cell phone regularly. should I be worried for her personal safety? i'm over 1 1/2hrs. away from her so it's not like I can rush to her side to save her from him if he goes postal on her. she doesn't seem tio think he's a physical threat but I sure do. please help! I don't know enough about this problem of  his to know what's up!,"Do you honestly feel that he could be violent? Was he ever threatening and violent with you?
Bi-Polar (manic depression) causes periods of extreme down moods followed by extreme highs. It won't cause him to be violent unless he already has it in him and you will know deep down whether or not he has got it in him.
I know you are exremely worried. The only thing I can say is to try and keep an eye on the situation and maybe keep a record of the phone calls and any other abuse she may recieve. The more you have the more the police will help in these situations if it comes to that.   xx",bi-polar disorders,,Female,,,,,,should I be worried for her personal safety? / please help! I don't know enough about this problem of  his to know what's up!,my x was diagnosed (bi-polar disorders),,,,,,,,,,,,,,,,,,should I be worried for her personal safety? / please help! I don't know enough about this problem of  his to know what's up!,,,,,Yes: I know you are exremely worried. The only thing I can say is to try and keep an eye on the situation and maybe keep a record of the phone calls and any other abuse she may recieve. The more you have the more the police will help in these situations if it comes to that.   xx,,,
82,2456611,I wasn't going to ask this question. But who knows anything about gallbladders?,"I went to my doctor with bad pain in the upper part of my stomach, just below my breasts. I do have acid reflux. He felt around and it hurt on my right side too. He ordered an ultrasound. I am in between insurance and do not have any coverage until July. I can't afford to private pay. That was yesterday and I am still in pain. I am taking Nexium pills twice a day. 
I don't know if I am imagining all this, but now my right upper back hurts, but my left side hurts too. He asked me if I had black or tarry stools and I didn't until tonight....Now I do.. Have any of you had these symptoms? Or different ones? It seems as if everyone has something different...The other thing that concerned me is my temperature since yesterday is running about 99.2. 

I guess if the pain becomes unbearable I will go to the E.R. and they cannot refuse me care. Please let me know your experience with gallbladders.","Yes, you have all the symptoms of gall stones.  I also experienced a lot of pain in my shoulders and was told that is part of it. I found that if I stayed away from all fatty and fried foods I would feel a ""little"" better.  The attacks started becoming more frequent, it was like a band of pain around my back that was winding around to my solar plexus. When this happened, I was unable to lie down, sit up or anything else. I just couldn't get comfortable. The last attack came when I ate chili for dinner.  Wow! I ended up in the emergency room and after an ultra sound, was told I was off to the operating room. My Doctor told me it wasn't life threatening, the pain was from the gall bladder having spasms when the stone was blocking the bile which put me into almost a frenzy of pain.  I had the Old surgery, this was before the laproscopic surgery was around.  I lost 26 lbs through the ordeal as well.
Later, I met a friend who also had his gallbladder removed only his was gangerous!  If he didn't have surgery right away he would have died!  So it is nothing to fool around with, if you have another attack, go to the hospital for an ultra-sound where they will determine what needs to be done....in the meantime, plenty of fluids, rest as much as you can and be very careful what you eat.  Avoid spices, eat bland until this is taken care of.  I let mine go about a year and felt so good after that I am still shaking my head as to why I didn't do it sooner!
Also, eat very small amounts several times a day to avoid another attack.
I wish you the best of luck with this!",gallbladders,,Female,,,,,,He asked me if I had black or tarry stools and I didn't until tonight....Now I do.. /The other thing that concerned me is my temperature since yesterday is running about 99.2.,gallbladders / temperature,,,,,,,,,,,,,,,,,,He ordered an ultrasound. I am in between insurance and do not have any coverage until July. I can't afford to private pay.,,He ordered an ultrasound. I am in between insurance and do not have any coverage until July. I can't afford to private pay.,Have any of you had these symptoms? Or different ones? / Please let me know your experience with gallbladders.,,"Yes:  I also experienced a lot of pain in my shoulders and was told that is part of it. I found that if I stayed away from all fatty and fried foods I would feel a ""little"" better.  /  I wish you the best of luck with this!",,,
83,2505931,Did you know that some types of birth control cause a woman to have an abortion every month?,"This is a question for those who are pro-life in ALL instances of pregnancy.

Chemical methods of birth control are also linked to cancer
The ones that cause abortions are; Copper T IUD, Progestasert IUD, The Mini-Pill, The Morning After Pill, and of course RU-486, taken after implantation.

The ones that MAY cause abortions are; The Pill, Implants, Shots, Patches, and Vaginal Ring.

There are many methods of birth control that do not cause abortions (or cancer). They are called ""barrier methods"" and they include; abstinence, periodic abstinence (a.k.a. Rhythm Method), condom (male and female versions), diaphragm, cervical cap, Spermicides, and/or surgical sterilization. It is recommended that at least two of these be used at once, as they are still not foolproof. If one fails, the other one can help to cover the ""gaps"".

If you are firmly pro-life, do you believe that the abortifacient methods of birth control are wrong?

SOURCE
http://abort73.com/HTML/II-D-2-types.html","They should if they don't. Pro-Lifers would also have to opposed to IVF, as not all of the fertilized eggs are used. I'm pro choice so my input wouldn't help this much.",birth control,,,,,,,,,,,,,,,,do you believe that the abortifacient methods of birth control are wrong?,abortifacient methods,,,,,,,,,,,do you believe that the abortifacient methods of birth control are wrong?,,,,"Yes: They should if they don't. Pro-Lifers would also have to opposed to IVF, as not all of the fertilized eggs are used. I'm pro choice so my input wouldn't help this much.",,,
84,2598636,when does a daugrher stop and worry about own mental health.?,"im going on 44yrs old march i have schizophrenia and some senile dementia. my 74 going on 75 yearold father, hateful at times now the only reason i worry is because, he wont take care of himself, like cooking, he has diabeties, last night i came home from shopping , i called him in the kitchen and he fell back like he almost, hit the floor, i said should i call 911 i thought  he was having an attack or something he got really moody and says i dont care call who you want. now what if i had called 911, he also drinks he could have been drunk.i was shaking im afraid of him at times. see why i hate drunks. hes drank for 60some yrs. any advice should i just leave.please i need help im tired of being the goody two shows. i have abad temper to. but he does not take me secriously. he is like dr jakel and hide.",Maybe it's time you started looking after yourself. Having these types of illnesses cannot be pleasent. Do you have any other family who could help out?,mental health,35-44 years old,,,any advice should i just leave.please i need help im tired of being the goody two shows.,"my 74 going on 75 yearold father,",,,"my 74 going on 75 yearold father, hateful at times now the only reason i worry / i was shaking im afraid of him at times.","he wont take care of himself, like cooking, he has diabeties, / he also drinks",,,,,,,,,,,,,,,,,,any advice should i just leave.please i need help im tired of being the goody two shows.,,,any advice should i just leave.please i need help im tired of being the goody two shows.,,Yes: Maybe it's time you started looking after yourself. Having these types of illnesses cannot be pleasent. Do you have any other family who could help out?,,,
85,2834243,What is the best way to deal with mild to moderate depression that doesn't deal with anti-depresants(MAOI)?,"I have struggled with bouts of depression and isolation for as long as I can remember. I have seen the adverse affects of anti-depresants on my father and the way that he continued to struggle. I am a single man in my early 20's, who attends a university, and works for nearly everything he gets. I feel that there is always something missing and I;m getting tired of trying unsuccessfully to discover what it is. I have tried spirituality and I'm very active in my church but I feel unsatisfied. I have read extensively about depression and seasonal affective disorders and have come across too much information on the subject. I need the advice of you, the person reading this at this time. If you have suffered the affects of depression and have overcome without the use of perscription drugs-please tell me how you did it, or useful resourses that might help me. Thank you.","I understand your desire to stay away from ""sledgehammer"" solutions. When it comes to your health, remedies that are stronger are not always better. I have three things that have gotten me through times when I've been depressed, and they're all gentle solutions that I think will suit an intelligent person like yourself. 

1 - The first is what Freud calls the ""talking cure"". He insists that it must be performed by a psychoanalyst who you are paying for, but actually I've performed it by writing in a diary. The key is to be very honest, and try to find connections that you might otherwise be supressing, because these are the areas that need work. For example, what's the first thing that pops into your mind when you think of ""depression""? If the answer is ""flying a kite"", then follow the chain... What do you think of when you think of ""kite"" and ""flying""... You'll be surprised how quickly this takes you right down to an event in your childhood or an unresolved conflict that might have happened a year ago.

2 - Looking for lies. A chair cannot make you depressed. A lampshade cannot make you depressed. Only another person can make you depressed. I believe it is because a chair and a lampshade cannot lie. Only a person can lie. Depression, it seems to me, comes from believing a lie. That conflict (between reality and the lie) takes up so much mental energy to maintain, it drains you as a whole. You may find, after using technique #1, that it leads to you to this conclusion #2. For example, after free associating your way to an event, you might find that it was when someone told you that you weren't worth a hill of beans. The problem is not that they insulted you, the problem is that you believed the lie. Beware, giving up on a lie that we've believed in for a long time is tougher than it sounds.

3 - This one is going to sound goofy, especially after wading in deeply with the other two techniques. Get some light to shine on the cells in the back of your eyes. Go outside for an extended period of time without sunglasses (no need to stare at the sun or a light-bulb, indirect light will do). Use one of those gentle light therapy products like www.everlyte.com . Take a trip on a sailboat. Spend a few hours in open fields on sunny days. It's those cells in the eyes that produce much of the chemical that those pills seek to replace.",depression,,Male,,I feel unsatisfied.,depression / seasonal affective disorders,I'm very active in my church,active in my church,,,,,,,,,,,,,,,,,,,,I have struggled with bouts of depression and isolation for as long as I can remember.,"I need the advice of you, the person reading this at this time.",,"If you have suffered the affects of depression and have overcome without the use of perscription drugs-please tell me how you did it, or useful resourses that might help me.",,"Yes: I understand your desire to stay away from ""sledgehammer"" solutions. /  I have three things that have gotten me through times when I've been depressed, and they're all gentle solutions that I think will suit an intelligent person like yourself. ",,,
92,4163018,"Cat scan or (CT), MRI Q's!?","In the past 3 months have had 2 CT's and MRI (all have been abdomen/pelvic because of an injury) whatare  the radiation levels, is it safe to have so many done.  Why do they make  you wear underwear (boxers and socks) in one CT scan and not in the other? Why do they make you take 2 hours of nasty tasting shakes.  After injecting the dye nurse said body will remain hot and feverish and not to do any extreme exercises, until how long?
Is it normal not to find arm/elbow and hand veins (even though they are quite visible) from which to inject the dye and therefore use the thigh vein? 
Is all this normal?
Other than that no other health issues like High BP, Diabetes, CHL, EKG perfect, heart rate was a stable 90 the whole time.
Any answers are appreciated, thanks.","there is very little radiation so don't worry there unless you are pregnant.  why you had your short on in one and not the other is only the way the person that took it preference,  You usually remove everything and only wear a gown.  as for the veins not all veins are use able and you may have veins that blow very easily. When inserting the dye they need a good vein you must not have them,,  Join the club.  I always have trouble even when I have a simple blood test taken.  Having it in your thigh sucks but it is the best vein.  I hope that they find what they are looking for and sometimes you may need to have a test repeated as they do not always show the true story.  I Have had kidney stones 5 times and ever time they have to do the Dye test and 4 times it came back negative and all 5 times I delivered a nice stone so the tests are not always right.  My nephew has recently been in and out of hospital for 5 months off work also.  they ran so many tests on him trying to find out what was wrong and then they finally found that he had Gull stones which should have showed up on the CT's Ultra sounds etc. but never until just recently.  He lost 34 lbs.  I wish you all the luck!!!!
The reason for the metal detector thing is becasue it is a metal that is put into your veins. It si usually gone in 48 hrs though so you would not beep unless you left the hospital and went right to the airport.",2 CT's and MRI,,,,,,,,,,Why do they make  you wear underwear (boxers and socks) in one CT scan and not in the other? Why do they make you take 2 hours of nasty tasting shakes. / Is it normal not to find arm/elbow and hand veins (even though they are quite visible) from which to inject the dye and therefore use the thigh vein?,take 2 hours of nasty tasting,,,,,,,,,,,,,,,,Is it normal not to find arm/elbow and hand veins (even though they are quite visible) from which to inject the dye and therefore use the thigh vein?,Is it normal not to find arm/elbow and hand veins (even though they are quite visible) from which to inject the dye and therefore use the thigh vein?,,,,Yes: there is very little radiation so don't worry there unless you are pregnant.  / Join the club.  I always have trouble even when I have a simple blood test taken. /   My nephew has recently been in and out of hospital for 5 months off work also. / I wish you all the luck!!!!,,,
0,1281083,am I just being paranoid?,"I miscarried on 9/28 and bleed for a good week. We decided if I got pregnant again then that would be ok..Well things have gone down hill and my stress level has been extremely high. It seems like right now is not the best time for a baby. We had unprotected sex once with the withdrawal method on 10/28 while I was bleeding. I was on the 3rd day of my cycle. My period came 29 days after I miscarried( I was also on BC for a week in a half during that time). Since my period, I have been cramping off and on and it seemed like a few weeks ago I had pregnancy symptoms again. Sore underarms, some heartburn, dizziness...but that has all seemed to have gone away..even some nausea and headaches. ( I also have been suffering off and on from a sinus infection for the last few weeks). So now I am day 28 and no period. All I am getting is back pain..no cramping since this weekend and no sore breast..I keep thinking I am pregnant again...do you think I am just paranoid?? I have ovarian cysts as well.","It sounds as if you could be, but you can try an at home pregnancy test..( might want to wait just a few more days...or get an early detection test).and see your Doctor either way. It is a bit early for so many  symptoms. It could also be from strees, the miscarriage, and or from being sick. I would not say you are paranoid. You really have allot on your shoulders it sounds like. I do hope that everything works out for you. If you need to chat just send me a message. I would be glad to help you. I have been there. I wish you a wonderful Thanksgiving. Sorry for your loss. I hope this turns out in the way you wish it to.",pregnant,,Female,,,,,,It seems like right now is not the best time for a baby.,stress,,,,,,,,,I keep thinking I am pregnant again,pregnant,,,,,,,,,do you think I am just paranoid??,,,,Yes: I would not say you are paranoid.,,,
1,2120953,side effects?,"I took 1 tablet of fluconazole of 150mg. I was only given 1 pill to get rid of a yeast infection. that was on tuesday, on wednesday i was extremly sick to my stomache, on thursday i had diarrea and had to run to the bathroom every 15 mintues. also along with that i have a headach, loss of appetite, dizzy,back pain and nausea. today being friday i still feel everthing mentioned above except i don't have diarrhea anymore.  I am confused not sure i caught a stomache bug or i am having side effects from drug. i was planning on calling my doctor on monday and letting her know, but i don't know if i should some how get a hold of her sooner?","You couldn't:
 call a nurse?  
Go to an emergency room?  
Be seen by an Intern?
call that doctor's office?

Your description is very much what I experienced from the flu.
But, why listen to me?  You need to get the opinion of a health professional!",fluconazole,,,,,,,,"i was planning on calling my doctor on monday and letting her know, but i don't know if i should some how get a hold of her sooner?",fluconazole,,,,,,,,,,,I am confused not sure i caught a stomache bug or i am having side effects from drug.,fluconazole,,,,,,i don't know if i should some how get a hold of her sooner?,,,,,Yes: Your description is very much what I experienced from the flu.,,,
2,1302803,what  is wrong with me?,"I remember I had sex with my boyfriend march 25 afterwards I bled and I felt this werid feeeling in my stomach, that went away I bled lightly for  4 days.  A week  later  I felt I felt dizzy, hot,barfing or gagging after eating food, and headaches.  My period on the 10 of april was very light which is not normal, I took pregancy test came out negative, took  a urine test at doctors office april 24 negative . Now then on april 29th I felt like pinching pain on my left side of my pelvic area. And whenevr I eat I get a strange feeling then I start gagging or barfingm, then my stomach is really bloated. My nipples on my breast I notice white patch and   11 huge bumps on my nipple that were never there before.My stomach doesn't feel normal anymore, it feels heavy and like there's  water in there or something. I'm really scared because I have no idea  what is wrong with me. Someone please answer.","You need to go to the doctor! You will not get an accurate diagnosis on the internet by asking people that are not experts and can not examine and do tests on you. 
Get to the doctor ASAP...","dizzy, hot,barfing or gagging after eating food, and headaches",,Female,,,,,,I'm really scared,"dizzy, hot,barfing or gagging after eating food, and headaches",,,,,,,,,,,I have no idea  what is wrong with me,"dizzy, hot,barfing or gagging after eating food, and headaches",,,,,,Someone please answer.,,,,,No,,,
6,3087064,I need desperately need help?,"I used to self harm around the tome that I was using antidepressants. One of my teachers found out and told the counciler and they told my parents.At a regular medical check-up, my doctor told my mom that I seriously need psycological help. My mom did nothing. She didn't schedual an appointment for me to see someone after several reminders. Now I'm really freaked out because I stopped taking the antidepressants but there are still some left in the bottle. I just can't stop thinking about how it would be easy to swallow the rest of the pills and it might kill me. I've honestly just wanted to die lately. The only problem is if I try to get help, I'm afraid people will just think I'm trying to get attention, when that is NOT what I'm trying to do. I already my suicide note planned out, but like I said, it my suicide isn't complete, people will just think I'm looking for attention by the attempt. How am I supposed to get help?  Will someone please give me some much needed advice?","It is very common for people to feel guilty for asking for help. Many people feel like they are just trying to 'act sick for attention' or whatever.  I believe that you want help and think you need it. You are not acting and not just seeking attention even if that is what part of you might be whispering.  I don't know you, but it sounds like you are having a very awful time right now and I really do believe that you are of great importance to those around you even if that doesn't remotely seem true.  Heck, I happy to even have you here to be typing to you.  Death is just too final.  You are taking antidepressants so perhaps these feelings of suicide are coming from the mood disorder you are suffering from.  It is nothing to be ashamed of! many many people suffer from things like this.  Believe me that it can and will get better! This is just one phase of your life and you have so much more joy to confront as you continue to move through life.  Seek help.  Call up a help hotline, they can be very helpful.

Help is out there.  I hope i have done a bit to help you. It is not much, but I don't want you to keep the world from having someone as special as you.

Also, I don't know how old you are, but younger adolescents sometimes react poorly to antidepressants and it can make them suicidal.  Call up your doctor.  Find the number and just call him yourself if you don't think your mom will help.  This may or may not be the case, but something to ask your doctor about.

I will hope and pray that you will come to know how much of a joy you are to the world and that you will get past this and find out that this was a rough patch.... very rough.. but has passed.  It will pass. Find help and believe you can get past this.",suicide,,,,I've honestly just wanted to die lately.,suicide,,,Now I'm really freaked out because I stopped taking the antidepressants but there are still some left in the bottle.,suicide,,,,,,,,,,,,,,,,,,I need desperately need help?,I'm afraid people will just think I'm trying to get attention,,,,"Yes: I don't know you, but it sounds like you are having a very awful time right now and I really do believe that you are of great importance to those around you even if that doesn't remotely seem true.",,,
11,1522721,my granmother has been in the hospital for 9 days she has a high fever and has lost 2 pints of blood no expla?,"the doctors have no explanationof ""how"" she lost the blood. she has an anerysym in her stomach, but the did tests and it is ok for now, no leakage or rupture, she has been in the hospital for 9 days . she went in with severe vomiting and diarrhea and stomach pain. they thought she had an intestinal blockage. they put the tube down her nose and that worked for a few hours. now she has these symptoms. our family is at our wit's end. the doctors aren't very forth coming with answers we are contemplating moving her to a different hospital. she has gotten worse instead of better. any ideas are appreciated.",i'd say get a better doctor before she dies,lost 2 pints of blood,,,,,,,,our family is at our wit's end.,lost 2 pints of blood,,,,,,,,,,,,,,,,,,any ideas are appreciated.,,,,,No,,,
15,4074329,Time to have another baby?,"My husband and I have a 2 1/2 yr old son that we love dearly.  I am ready to have another baby, and I think he's ready too.  He was disappointed this month when I started my menstrual cycle. We have a AMAZING sex life. How do we keep things spicy and romantic with one another without feeling pressured with ""fertile"" times of the month?  I want it to be enjoyable rather than a hassle.  Should we just keep things the way they are in our romance life and let the baby come with due time?  Or...should I calculate it all and ""TRY"" to conceive?  I know this is a personal decision I will have to make, but I'd like to hear your input. :)  Thanks!","Honestly you don't want to put pressure on your sex life, if you do sex will be more of a menial task then enjoyable. Besides that if you are trying to conceive the stress of calculating and the disappointments will not only harm your sex life but your chances of conceiving as well. Just have sex like you do now, don't bother with calculating and all that junk, if it's meant to happen it will and no amount of calculating will help that. Good luck in your efforts!",another baby,,Female,,,,,,"How do we keep things spicy and romantic with one another without feeling pressured with ""fertile"" times of the month?","""TRY"" to conceive",,,,,,,,,,,,,,,,,,"I know this is a personal decision I will have to make, but I'd like to hear your input.",,,,,Yes: Good luck in your efforts!,,,
