,idx,question,content,best_answer,focus,age,gender,other_demographic,sadness_support,sadness_cause,joy_support,joy_cause,fear_support,fear_cause,anger_support,anger_cause,surprise_support,surprise_cause,disgust_support,disgust_cause,trust_support,trust_cause,anticipation_support,anticipation_cause,confusion_support,confusion_cause,denial_support,denial_cause,neutral,other_emotional_state,informational_support,emotional_support,esteem_support,tangible_support,network_support,other_support,support_needs,any_notes,other_demographic ,focus 
5,3075122,Alcoholics' long-term physical side effects after they quit?,"I am in AA which keeps me sober, I have met lots of people with physical problems and I am wondering what are the problems arising from long term alcohol or drug abuse. A lot of my friends and myself go to  doctors but when we tell a doctor we have been addicts, they don't seem to hear anything beyond that. I understand, we did this to ourselves but I am wondering if there is any research on these problems. Reading on my own, I have found links to diabetes and loss of appetite, I would like to help myself and others who are willing to quit but it is difficult to find medical help because we inflicted these problems on ourselves. I(we) do not expect sympathy but I would like to find medical treatment that also doesn't involve painkillers, since I don't want to become addicted to those. Anyone that would just like to tell me their experiences please do. Hepititus is also found among addicts, another side effect which affects health. I would like to help folks by sharing this info.","Hello Sue Chef.

Congratulations on sticking with the AA program. You are doing a great job and I hope you stick with it. You have made another positive step forward by putting yourself out on Answers.

I am not an alcoholic, but several of my friends are and I have done everything possible to support them, so, I hope that I have some advice/insight that benefits you.

First and foremost, ask your fellow AA members, as well as AA management, about any doctors they would specifically recommend who are sensitive to the needs of recovering alcoholics/addicts.

You are right: recovering alcoholics face some specific health concerns best dealt with by a doctor who understands.

Diabetes, liver disease, digestive problems, cardiac, hepatitis, ocular disease, and immune system problems are all side effects of alcoholism.

This website below is a special AA website for doctors who are also recovering alcoholics:
http://www.idaa.org/
Contact them. They will be able to provide you with doctors sensitive to your needs.

The original AA founder's home:
http://www.drbobshome.org/index.html
Send them an email explaining your situation. They will find a way to provide information to you.

I would start off with these two sites and build from there. With time spent researching your concerns, you will discover a lot more information.

Keep on doing what you are doing: asking questions, being strong, reminding yourself what is really important, and your willingness to want to help others is very inspiring.

I think you will be very successful with continuing to control your alcoholism and your desire to help others is the most powerful medicine of all for you.

God's love and peace be with you.",long term alcohol or drug abuse,,,,,,,,,,,,,,,,,,,,"A lot of my friends and myself go to  doctors but when we tell a doctor we have been addicts, they don't seem to hear anything beyond that.",addicts,,,,,,,,,Anyone that would just like to tell me their experiences please do.,,Yes: Congratulations on sticking with the AA program. You are doing a great job and I hope you stick with it. You have made another positive step forward by putting yourself out on ,,,
6,3599096,Is it possible to have a strong mind and a weak body?,"I am a very found person. Smart, intellectual, goal oriented, great personality and good social life. However, I suffer from anxiety and panic disorder.  I posses the ability to control my thoughts and be critical in conflictive situations, however,  my body reacts. I can't controll my body reactions. If I didn't have a body I would be a happy but of course that is impossible. Is it because of a chemical unbalance? Is it that my mind is not strong enough to be able to control my body? How can I make my body stop reacting to my critical tought? By the way, I am the type of person who in an argument will never explode and will try to be critial and tolerant, though, sometime I feel that my body feels like exploding, not my mind? Should I explode and don't care, but then again if I do that I'll be betraying my mind. See the dilemma? I need to stop this anxiety!!","You put yourself under a lot of pressure. you seem to be a perfectionist and the husband every mother wishes for her daughter. The problem is that you forget about your needs and your feelings. You cannot put yourself second all the time. Sometimes you have to say no or say something that might offend others. The world today is built like that, unfortunately. Sometimes, you just cannot control everything and your body is your best example. you should analyze what kind of situations cause those panic attacks or anxiety attacks. Is there anything specific that causes it? Do those situations have something in common? Are those situations which are out of your control? Maybe you should let go and not try to control yourself. I don't mean that you should change the way you are as you seem to be a very caring person and heavens knows there aren't enough of your kind. What I mean is that you may need to follow your instinct more than your mind. i strongly believe that instincts are made to protect us from danger. Open yourself up to it. If it says no, follow it, don't fight it, as this might bring you all the negative feelings you experience. Best of luck!",anxiety and panic disorder,,,,If I didn't have a body I would be a happy but of course that is impossible.,body,,,I can't controll my body reactions.,body reactions,,,,,,,,,,,,,,,,,,,,,"By the way, I am the type of person who in an argument will never explode and will try to be critial and tolerant, though, sometime I feel that my body feels like exploding, not my mind?",,No,,,
7,4255782,My migraines have went from bad to worse. Can anyone PLEASE HELP me?,"I'm 25 and started having migraines at the age 9.  In the last 3mos, they have been different,  I have lost my sight once with one, and I now stutter or am unable to speak the words I want to when I have a migraine. Then to top it off I am now having siezers. And my hands shake even when I don't have a migraine. I had an EEG but there was nothing. I have been under stess.(trying to buy a new house, fight with the inlaws, and kids) I really thought I was ok with all of this. I started depakote on may 2nd. and yet still all this is happening I am now up to 500mg twice a day. Can anyone think of anything that might help. I'm tired of the feeling that people think it's all in my head. PLEASE HELP","I'm a nurse practioner who treats only women so I see TONS of women suffering with stess reactions and migranes. If you are having true siezures where you pass out and have the classic jerking movements,you should have an MRI of your brain to be certain that there isn't anything such as a tumor causing these new symptoms. An MRI is a special imaging test that can actually see these lobes of the brain,blood vessels and bony structures,kind of like an Xray but able to see things the Xray can't. Your shaking hands sound more like anxiety and or panic. A panic attack can feel like you're having a heart attack and a few people will actually pass out or have odd movements that can be misdiagnosed as a siezure. The migranes can often be controlled or at least made more manageable with daily medication. I'd suggest you talk to your health care provider and ask to be put on something like Lexipro or Paxil. These are both antidepressants but are also excellent for dealing with stress and anxiety and can also decrease the frequency and severity of the headaches.If you notice that your headaches are the worst on your period or about halfway between them and you're not on birth control pill somtiimes taking the pill to even out the hormone  levels can be helpful.I often use a drug called Verapamil taken daily to try and prevent you from having as many headaches.It's a blood pressure med but acts to prevent some of the changes in the brain that cause the migrane pain. I'm a migrane sufferer too and last year mine got ugly but since I started Verapamil in August I haven't had one at all . I've had the aura several times but the pain never came. I was surprised that it worked this well.Usually, it makes things more managable at least.There are other thing that can help such as feverfew supplement, magnesium or a B vitamin called riboflavin. These need to be taken daily and take a while to become effective. Don't give up till you get some relief. Your best bet is to find someone who specializes in women's issues or a headache specialist if none of the usual things work. I know this is a long answer but it's a complicated problem. There! You just got my New Patient Consult( $200+) for free! Hope this helps. God bless Pam",migraines,25-34 years old,,,,,,,My migraines have went from bad to worse.,migraines,,,,,,,,,,,,,,,,,,,,,Can anyone think of anything that might help. I'm tired of the feeling that people think it's all in my head. PLEASE HELP,,No,,,
8,2128319,"Do you think that it is unfair that I have to Babysit my 15-year old brother who has autism, ADHD and........?",Asperger's syndrome. Yes he has temper tantrums and i am in junior high and he is a sophomore in H.S. and when my mom and Dad are working i have to watch him...But here is the catch i am downstairs watching tv and we have a PS2 and he lives on the PS2 and the computer but when he dies on either one he throws a fit and starts pounding on the futon that is detroyed and pictures of my dads medals (he was in the army) start falling off and he does not care all he cares about is the playstation... Can You give me some advice please that would be greatly appreciated!!,"It sounds unfair. But being part of a family is about coming together as unit and working towards all of your happiness and prosperity. If you parents have to work and can't be provided with a care worker to watch you brother then I guess they have no choice.
I must be very difficult to have a brother with these syndromes and I have alot of respect for you for looking after your brother...its not a task any of your family asked for and I'm sure you love him very much.
Its sounds like you should  sit down and talk calmly to your parents about this when they are not busy themselves(ie not stressed). You need to be objective and explain that it is too much for you as a 15year to be looking after your brother all this time, you have your own life too. Would it be possible to get a care worker that could come and watch your brother when they work. Or could you come to a compromise where you look after him less and someone else watches him(care worker/sibling/family member) at other times.
I'm from the UK, so US may be different but in the UK your family would be entitled to a full-time care worker for free. Maybe your family are entitled to something similar.
ISSuE;HE BECOMES VIOLENT TO YOUR FURNISHINGS WHEN HE DIES ON PLAYSTATION
With this you need to make your parents clear on what he does and how it makes you feel(does it distress you?). Further I think that you a should keep in mind the Police have a duty to come round if you feel unsafe or he is going to far. Nothing bad will happen to your brother they will just calm him down and restrain him(reasonably). He won't go to jail as they will understand his symptoms. Its important to know that the Police are there to help citizens not just catch criminals.","autism, ADHD and Asperger's syndrome",,,,,,,,,,starts pounding on the futon that is destroyed and pictures of my dads medals (he was in the army) start falling off and he does not care all he cares about is the playstation.,starts pounding on the futon that is destroyed,,,,,,,,,,,,,,,,,,,Can You give me some advice please that would be greatly appreciated!!,,Yes: It sounds unfair. But being part of a family is about coming together as unit and working towards all of your happiness and prosperity.,,,
9,2599328,Who has any stories of their pregnanacy they want to share?,"I have had 3 boys, and all pregnanacies were different. Do you have a story...good or bad that you wanna share? My oldest son was born on his due date and weighed 8 lbs 7 oz, my middle son was born 11 weeks early and weighed 2 lbs 4 oz, and my youngest was born 10 days before his due date and weighed 10 lbs 8 oz. I had an emergency c section with my middle and a repeat c section with my youngest. Just curious!",Had Hyperemesis with both pregnancies. First was delivered after a 49 hour labor (including almost 4 hours of pushing!). My son was born in 90 minutes from start to finish. I truly believe that the birthing process gives some insight into that child's personality. My oldest fights me on everything and is very stubborn. But still so sweet once you get there. My youngest is very easy going and just goes with everything!,pregnancy,,Female,,,,,,,,,,,,,,,,Just curious!,pregnancy,,,,,,,,,,,Do you have a story...good or bad that you wanna share?,,No,,,
10,4461763,I have a Q for women who are familiar with fertilityfriend.com?,"I am on my 4th month with fertility friend and the past three months, I have always ovulated on day 18 according to them. Well, today I am day 13 and am expecting to ovulate on time. After I entered my temp, my chart automatically changed and said that I already ovulated on day 10!!!!!???? So, is this something that is common? Are they usually right? Do you think I missed my chance this month? Or do you think that my ovulation date will change?
I haven't had any other signs of ovulation at all","Well, it's saying that based on your temperature pattern.

It's never personally happened to me, but apparently to the program it looks like ovulation.  

If you have a stronger ovulation temperature pattern on day 18, yes, it will change.  Then the program will recognize that the earlier one was just a fluke, because of the weather or sickness or whatever the reason was for your temperatures mimicking ovulation.

FertilityFriend is usually right on for me.  The day I pinpoint with other signs is the day it says.",ovulation,,Female,,,,,,,,,,"After I entered my temp, my chart automatically changed and said that I already ovulated on day 10!",ovulation,,,,,,,,,,,,,,,,,Do you think I missed my chance this month? Or do you think that my ovulation date will change?,,No,,,
11,1291064,Im in a dilema?,"Im in a dilema?
i live in a rough noisy area in britain, where its intimidating and threatening. i battle mental health probs and its just making it worse living here. i dont work and claim benifits. i aim to work and get well. problem is im not on a big amount of money and i want to up sticks and relocate to a completley different part of britain near the coast, where i know it will be better for me and open space. does anybody know how i can go about doing this? what i would need to do?? im despairing at the moment because i feel trapped here like im stuck here forever.....immensley depressing, im in council housing (local authority housing) im not prepaired to live around anti social, threatening noisy youths the rest of my days...im 29",geeze pal why don't you go the bar like I do and turn up the music real loud and get drunk then you no got to mess with the morons,mental health,25-34 years old,,,,,,,im despairing at the moment because i feel trapped here like im stuck here forever.,trapped here like im stuck here forever.,,,,,,,,,,,,,,,,,,,,,does anybody know how i can go about doing this?,,No,,,
12,1282089,can you get genital warts on your finger?,"the reason i say this is that i spent a night with a cheap hooker the other night,and although we didnt have full sex my fingers did...now my index finger on my right hand looks like a pickled gerkin...i work as a chef for a living and my workmates are asking questions and so is my boss.i told them i trapped it in a vice ........which aint far from the truth...if my wife finds out i got genital fingers im a dead man......does anyone also know of good excuses for your index finger looking like a penis with warts on it","I don't think so but why the hell would you have sex with a hooker, how disgusting are you?!",genital warts,,,,,,,,if my wife finds out i got genital fingers im a dead man,genital warts on your finger,,,,,,,,,,,,,,,,,,,,,does anyone also know of good excuses for your index finger looking like a penis with warts on it,,No,,,
13,1781328,Does anyone have advice on handling hurtful comments regarding overweight children?,"My daughter is almost 6 and weighs 55 llbs.  but she is also extremely tall.  She has always been the biggest one in her classes but her weight is very proportionate and she is active in soccer, gymnastics, and tennis.  She is just built bigger, but she also has a 7 yr old sister who is very small for her age.  I am 5'3"" and pretty small...always have been and her dad is 6ft, about 190.  She is beautiful, but the comments she gets sometimes are so hurtful and since I've never had to deal with these issues, I don't know how to handle this in a positive manner.  Kids don't say much very often, but she is now realizing that she is just bigger, not really even fat, just tall and bigger.  She was in a class where she was the oldest (by almost a year) and of coarse big for her age as well and that's when her concern (and mine) began.  How can I help her be more confident?","Don't worry!!  Kids are very mean to anyone that looks different.  I also have a six year old, and due to a severe allergy that we did not know about he weighs almost 150 lbs. But he is also almost five feet tall too!  He has been teased and tortured more than you can even imagine, from school to strangers at the store.  He has learned to just ignore them after a while and you daughter will too.  If she really needs to say something back tell her to say something positive about the other person--that will throw them off.  My son used to do that and it seemed to work for a while.  Also I ended up talking to the school counsler at his school and she had a talk with the entire class about ""differences"". After that even the teacher commented that the behavior of the bullies had chenged for the better.  Just keep telling her what really matters and she will eventually realize it for herself!!!",overweight children,,,,"She is beautiful, but the comments she gets sometimes are so hurtful and since I've never had to deal with these issues, I don't know how to handle this in a positive manner.",comments she gets sometimes are so hurtful,,,,,,,,,,,,,,,,,,,,,,,,,Does anyone have advice on handling hurtful comments regarding overweight children?,,Yes: Just keep telling her what really matters and she will eventually realize it for herself!!!,,,
14,2608540,Hallucination upon waking in the middle of the night?,"I am a 36 year old female, on bp meds and zoloft. On these meds for a good while, but just in past 3 months have been experiencing for lack of a better word, ""hallucinations"" upon waking in the middle of the night.  Our three year old daughter often climbs in bed with us and I am awake when that happens, with everything okay, but then when I awake again in the night, I look down and instead of her, I see dead or alive guinea pigs.  We own a few of them and I am not afraid of them.  I am however afraid of mice. But not sure its connected. I can rub my eye's, I can blink and stare, and they don't go away unti I scream and my husband tells me its just our little girl. If its happening during a night when she has not crawled into bed with us, I look out our window at our back yard tree and see things within the tree that are not there, such as geometric shapes or shadows within the tree that are creatures, sometimes monkeys. Does anyone have suggestions as to what is going on and why?",I've taken Zoloft before and the 2 main side effect I've experienced are urinary incontinency and nightmares. Hallucinations are possible depending on how long a person has been taking the drug. Go to Web MD and see if you can find out. It's a good web site.,Hallucination,35-44 years old,Female,,,,,,"On these meds for a good while, but just in past 3 months have been experiencing for lack of a better word, ""hallucinations"" upon waking in the middle of the night.",hallucinations,,,,,,,,,,,,,,,,,,,,,Does anyone have suggestions as to what is going on and why?,,No,,,
15,4168742,"Does anyone know if there is such a thing as a ""cherry"" aneurysm?","I put it in quotations because I am not sure if I spelled it correctly or not.  My cousin's doctor told his mother that the reason he might be having migraines the way he has is because of something called a cherry aneurysm.  I've never heard of it; he said it isn't the kind that can burst and kill you instantly.  I was just curious if there was such a thing or if the doctors were worried that it was something more and made something up; I know that is unlikely the doctor would do that, but I was just wondering.","I think what your cousin's doctor was describing was a ""berry"" aneurysm, which is a type of aneurysm that forms where arteries in the brain branch off from each other.(The name comes from their appearance--they look like a small berry.)  They are thought to be due to congenital weakness in the arterial walls. They are usually small, and not the kind of thing that tend to burst abruptly. There have been cases when they are only discovered incidentally at autopsy.  They can cause problems, however, and they tend to occur at multiple sites. They'll probably just follow him up periodically to make sure there aren't any issues.","""cherry"" aneurysm",,,,,,,,,,,,,,,,,,,,I was just curious if there was such a thing or if the doctors were worried that it was something more and made something up;,"""cherry"" aneurysm",,,,,,,,,"Does anyone know if there is such a thing as a ""cherry"" aneurysm?",,No,,,
16,4422650,Can Borderline personality disorder be passed down to your child?,My daughter has BPD. she is 29 now. she has 2 children and I am raising her son who is 10 now. He has emotional problems and is mildly retarded.He has the same symptoms has my daughter started showing at his age.I have realized in the last week that my ex husband has to be BPD too. I took my daughter to see therapists from the age of 8 to 12 then she spend the next 4 years(12 to 16) of her life in hospitals. they wouldn't diagnose her until she was 18. The therapy and hosptals didnt help her. she lives a sad life on drugs and drinking. she is a prostitue at times if she doesn't have the money for drugs.she's been in and out of jail.She doesn't believe anything is wrong with her. My heart breaks to think my Grandson will go though some of the same things. Does anyone over come this Disorder?,"Most mental health disorders are partly genetic and partly experience based. Children of parents with BPD may be more suseptible to the disorder, but there need to be trigger events in their life to set it off. It sounds like your daughter still has a hard life and hasn't gotten her disorder under control, and this has affected her children. It is possible to control this disorder, though, but it cannot be cured. Help your grandson by getting him in treatment and being as supportive as possible. Hopefully if it is started early and you are there to help him, he can gain conrol of his life and control the disorder instead of letting it control him. Good luck.",Borderline personality disorder,,,,,,,,My heart breaks to think my Grandson will go though some of the same things.,Grandson,,,,,,,,,,,,,She doesn't believe anything is wrong with her.,daughter,,,,,,,Does anyone over come this Disorder?,,"Yes: Hopefully if it is started early and you are there to help him, he can gain conrol of his life and control the disorder instead of letting it control him. Good luck.",,,
17,2940262,Has anyone dealt with multiple myeloma?,"I know it's a type of cancer and that there is no cure but what about the therapy options?
It's a family member who's been diagnosed and we are all kinda in shock and worried. The doctors are optimistic with the treatments available and this person is in great health otherwise. I have been reading up on the web and while the Mayo clinic is quite informative I am interested in first hand experience.","Hi There, My dad had it, he was 81.  I had gotten a lot of info from the American Cancer Society.  Try this link: http://www.cancer.org/docroot/home/index.asp.  There is info there about trials and treatments.  On certain patients (not my dad) they can do chemo.  In Multiple Myeloma the symptoms can be treated, but there is no cure.  My dad received steroid treatment.  He had gotten radiation to a couple of really painful areas and it seemed to help him a lot.  Also he got blood transfusions when his blood count was off and that helped too.  He did end up going on dialysis because as the cancer eats the bone, calcium is released into the system and the kidneys can't handle too much calcium.  Sometimes patients receive stem cell transplants. Good luck to the patient & family.  My thoughts and prayers are with you.",multiple myeloma,,,,,,,,It's a family member who's been diagnosed and we are all kinda in shock and worried.,shock and worried,,,,,,,,,,,,,,,,,,,,,Has anyone dealt with multiple myeloma?,,Yes: Good luck to the patient & family.  My thoughts and prayers are with you.,,,
18,3494924,Why do I get anxiety and paranoia the day after I've been drinking?,"Whenever I get really wasted on liquor, the next day I get anxiety and really bad paranoia. Paranoia to the point where I cant even go into a supermarket without getting cold sweats. I avoid being around friends and relatives because I get so nervous I lose control of my body. It seems like the only thing I can do to calm my nerves is to drink a few beers. WITHOUT PREACHING, because I aready no that drinking is bad and you shouldn't smoke and blah, blah, blah, what causes the paranoia and anxiety. How can I fix that problem when it happens again, without having to drink a few beers of course.",Your body is sending signals about the alcohol.,anxiety and paranoia,,,,,,,,I avoid being around friends and relatives because I get so nervous I lose control of my body.,I get so nervous I lose control of my body,,,,,,,,,,,,,,,,,,,,,"How can I fix that problem when it happens again, without having to drink a few beers of course.",,No,,,
19,238160,Help! How do  I get my 6 yr old son to pay attention in school?,"My son is 6, almost 7 and he has developmental delays. He was never classified as autistic or having PDD, all we were ever told was he has a speech delay. My husband, inlaws, myself and his teacher and speech therapist are concerned with his inability to pay attention. He daydreams and ""plays"" video games in class (moves his hands and fingers like he's holding a controller). The teacher hasn't said it but I think she's thinking ADD or something similar. I've talked to friends with kids similar ages and they all say their kids do the same thing so I know part of it is just my son being a normal 6 year old. The problem he faces is when he drifts he risks getting lost and not being able to grasp what the rest of the class is working on. How can I teach him to stay focused on the task at hand and how to bring himself back when he does drift? Are there games we can play with him? He does watch too much tv, and I know I need to do something about that.","Honestly, you seem to have a pretty rough idea of what you need to do. Just stick with what you are doing and cut the cable off, and maybe take away the games. Just for a few months and see if he improves at school.

Yes, you are right. You do have a normal six year old boy. You could also try using some other sort of methods to increase his attention span.

1) TV Time Needs To Be Trimmed - A child's attention span only lasts about 8 to 10 minutes. Funny that 8 to 10 minutes is how long a television program is on for until it breaks for commercial.

2) Games and Gadgets - When it comes to game systems, just remove them from the picture. Two ways to do so, A) Take them from him while he is either using them or is around or B) Move them into a place where only you know the whereabouts when he is at school.

Some might also suggest using educational games to help but I have found that t defeats the purpose of taking away games all together. Besides, he needs to learn to stay focused and not get better hand eye coordination. Maybe to hone some math or english skills, but not for what you're dealing with right now.

I hope I could be of some help to you.",Attention deficit hyperactivity disorder,,,,,,,,The teacher hasn't said it but I think she's thinking ADD or something similar.,ADD,,,,,,,,,,,,,,,,,,,,,How can I teach him to stay focused on the task at hand and how to bring himself back when he does drift?,,No,,,
20,1320005,eating disorders?,"this might sound like an odd/stupid question, but how do you know when you really have an eating disorder?...im only asking this because my parents think i have an eating disorder but im not, according to them im in 'denial' but i do eat...but i do admit when i was younger (in elementary school) i tend to have eaten a bit more than now...but it isnt like im straving myself i do eat when im hungry...how can i tell my parents im perfectly fine and i dont have an eating problem!!
thanxs to anyone who responds...
much love; caroline <3 xoxox","Caroline, you sound like a real sweetie :) The way you can tell if you have an eating disorder is if you find yourself constantly obsessing with calories and with your weight. 
If you eat , but you in eat in very small amounts, if you find yourself purging (eating and then vomiting or taking laxatives) ANother thing is if you avoid certain foods because you are constantly afraid of fat intake. For example you are afraid of eating a hamburger because you think it will make you fat. 

People that have eating disorders are constantly afraid of getting fat, they are constantly obesessing with calories, they eat very little, they only eat certain foods For example, some lady on here was telling us that she ate nothing but cantelope and drank water and could not figure out why she wasn't losing weight. Basically you have a fear of eating because you don't want to get fat

When I was a kid, I went through a phase of not eating breakfast. I just didn't want to, I would get up and I wasn't hungry, but I had to  learn to eat it because if I didn't I would get terrible stomachaches. When I was 14 I just completely lost my appetite and I was getting terribly skinny and it worried my mom so she was giving me my favorite foods to help me regain my appetite. 

YOu didn't ask an odd or stupid question. Maybe ...you should suggest that your parents and you go to counseling so that you can get this resolved or maybe you should suggest that they get some information on eating disorders. I know that it must be frustrating for you. They are just concerned parents. Maybe a little counseling will help you guys or maybe learning about the true facts together. 

They just may be overly concerned feeling that you should eat more or something. I don't know

Good luck to you",eating disorders,,,,,,,,,,,,,,,,"m only asking this because my parents think i have an eating disorder but im not, according to them im in 'denial' but i do eat.",im in 'denial',,,,,,,,,,,,,how can i tell my parents im perfectly fine and i dont have an eating problem!!,,"Yes: Caroline, you sound like a real sweetie :) Good luck to you",,,
21,1723292,Where to get Financial aid for cancer patients in the U.K?,A good friend of mine is hospitalized with Lung Cancer in the UK. His family is having a hard time funding the operation. Apparently the docs there will not operate without money first. If you have any information on places that provide financial aide for such a thing please let me know. If I had the money to spare I would give it in a heartbeat but It takes all I have to support my family. I appreciate any help or info you can provide on the subject.,"Get your friends medical treatment and surgery in India .All types of medical treatment and surgery is very cheap in India.There is one company that is very famous in India that arranges all types of medical treatment andsurgery for foreigners in India.They are called the Forerunners Healthcare.I read a lot about them in the Newspapers and about their patient stories.I have also read that they arrange financing for american,english and canadian patients as some of the surgery and treatment is not covered by insurance.

They also have photos pasted of their International patients.You can checkout their website.The cost savings are incredible.As a doctor i personally believe that your friends cancer treatment can be easily handled in India as the quality of healthcare available here is simply best in the world.The doctors are USA/UK trained and facilities are 5 star.I recently also read about a chinese couple facilitated by forerunners healthcare were able to get their baby by IVF and a surrogate mother.

my cousin and her husband got their sons heart septal defect surgry in India through the forerunners healthcare in India and is all praise for this company.Her son is totally normal now and is as active as any other kid.She just paid 4500 pounds for the full treatment for which she was quoted 13000 pounds in private setup in UK.I strongly recommend this company to you as they can be of great help to you.hope this helps

http://www.forerunnershealthcare.com",Financial aid,,,,If I had the money to spare I would give it in a heartbeat but It takes all I have to support my family.,It takes all I have to support my family,,,,,,,,,,,,,,,,,,,,,,,,,I appreciate any help or info you can provide on the subject.,,No,,,
22,857649,what should you do if you think one of your employees has an eating disorder?,"an employee at work is so thin she wheighs 85 pounds and i never see her eat and she drinks diet tea, and when i was having my lunch i asked her what she had eaten and she told me she has just had an apple all day, one time i bought her a piece of cake from our bakery area at work and she took i bit and when she thought i wasnt looking she stuffed the cake in the garbage under her register at work and she claimed that the cake i bought her was her favorite thats why i bought it for her in the first place. and she admited that shes scared to get fat! what should i do i try to forget about her but every time i se her at work im so shocked at how boney she is.. every body at work talks about her behind her back, i feel so bad for her but i dont know what to do with out making her feel offended",Tell her that you are concerned that she has an eating disorder and offer to take her for a checkup.If you can get more people to tell her at the same time it may make her face her problem.,eating disorder,,,,,,,,,,,,what should i do i try to forget about her but every time i se her at work im so shocked at how boney she is,employee,,,,,,,,,,,,,,,,,i feel so bad for her but i dont know what to do with out making her feel offended,,No,,,
23,929996,I have bulemia?,"I don't really think I have that big of a problem. I am still getting enough nutrients because I usually eat healthy, and I only throw up if I've eaten an obscenely large amount of calories- about once one or two days. I can't get counseling because I don't have health insurance and I can't afford it. Plus, I'm in college and I don't want to mess up my plans. I just feel like I should probably stop. I keep thinking if I can just lose some weight then I can stop, but I can't help binging.","I know how you feel...I have been through this! If you have this way of thinking, then it is a larger problem that you know. You have to get in the mind-set of thinking that this behavior will not help you lose weight! There are facts proving that is messes up your electrolytes which, in return, actually keeps you from losing weight. After you have purged, you normally get a euphoric feeling as though this behavior is aiding in weight loss(and it might over a long period of time)....but trust me, you are doing more damage to your body than what you will be able to repair later! Just to name a few problems with this disease: bloating stomach, bad teeth, feeling tired all the time, heart problems, distorted thinking, inability to concentrate...just to name a few! So, just think about all of this...you can find a diet and exercise plan that works and that it is healthy and avoid this mess all together! Trust me, it is worth it! If you cannot combat this issue on your own, please seek some guidance!",bulemia,,,,"I keep thinking if I can just lose some weight then I can stop, but I can't help binging.",weight loss,,,,,,,,,,,,,,,,,,,,,,,,,I have bulemia?,,Yes: I know how you feel...I have been through this! ,,,
24,3210137,Swollen foot?,"Ok, this is a very odd situation so let me explain:
I am in my late 20's, and my right foot has been slightly swollen for about 8 years now.  At first I didn't get it checked out because I was in school and couldn't afford health insurance (don't you love our country's priorities?).  Over the last couple of years I have been to several different types of doctors and noone seems to know what is wrong.  Here are some of the things I've heard:
My regular dr did blood work and bone scan....nothing.
A podiatrist did an x-ray....nothing.
A vascular surgeon examined it and said it maybe Venus [something] syndrom where the valves in my leg don't let the blood through...but he wasn't sure.
I had my legs scanned by a sonagram technichian and she said there is a thickening of the outer vein in both legs that was maybe caused by a previous blood clot...but wasn't sure.  She said I didn't have to worry about blood clots (of course I asked).
I have never had any pain or discolorization. ideas?","Because it is one leg only it seems to relate to the energy flow on the affected side.  Think of any possible cause of this condition. Check your posture in the mirror--are you favouring one leg? In school this can happen easily when one carries heavy knapsacks on one shoulder. Emotionally the right side of our body relates to the male energy.  What issue can you connect with the swelling , what happened in your life around the time the swelling started? There is a reason for everything. It might sound silly but ask your body for a cause and for a remedy before you go to sleep.  Expect an answer to come and it will soon. Good luck!
In addition, there a few things you can do to improve blood circulation in your feet;
Please change the type of socks you wear--Pure cotton, or pure wool are best, no elastic and  no nylon. Also try to elevate the foot above the heart level several times a day. Make sure you do not cross your feet while sitting or lying in bed.  Drink, preferably boiled water at room temperature, often enough to keep your pee colourless and free of smell.  Reduce yeast in your diet. Make sure your nostrils are free and allow for an equal air supply--close one nostril and inhale deeply then exhale, in a few times, then out a few times. Repeat with other nostril. try leg stretches at least twice a day.  Every bit helps.  Expect your body to find a way to correct the condition soon. Good luck!",Swollen foot,25-34 years old,,,,,,,,,,,,,,,,,,,Over the last couple of years I have been to several different types of doctors and noone seems to know what is wrong.,noone seems to know what is wrong.,,,,,,,,,I have never had any pain or discolorization. ideas?,,No,,,
25,1168729,Should I sue my supplemental insurance for turning the facts around so they don't pay me?,I haven't worked for almost 3 months due to migraines and chronic pains and it has made me depressed because they can't find out what is wrong with me but the supplemental insurance Aflac has turned the tables around stating that my deppression caused the migraines and they do not cover any mental illness...If no doctor can figure out what is wrong with anyone and you have a migraine and vomitting everyday I think anyone would be depressed....what should I do?,"I think there are some class action lawsuits with them dealing with the same thing 

http://www.insurancejournal.com/news/southeast/2005/09/16/59735.htm

http://www.ripoffreport.com/view.asp?id=74930&view=printer

https://www.lawyersandsettlements.com/case/first_unum?ref=first_unum_overture&OVRAW=Aflac%20lawsuit&OVKEY=disability%20insurance%20lawsuit&OVMTC=advanced",depression,,,,I haven't worked for almost 3 months due to migraines and chronic pains and it has made me depressed,migraines and chronic pains,,,,,supplemental insurance Aflac has turned the tables around stating that my deppression caused the migraines and they do not cover any mental illness.,supplemental insurance Aflac,,,,,,,,,,,,,,,,,,,I think anyone would be depressed....what should I do?,,No,,,
