,idx,question,content,best_answer,focus,age,gender,other_demographic,sadness_support,sadness_cause,joy_support,joy_cause,fear_support,fear_cause,anger_support,anger_cause,surprise_support,surprise_cause,disgust_support,disgust_cause,trust_support,trust_cause,anticipation_support,anticipation_cause,confusion_support,confusion_cause,denial_support,denial_cause,neutral,other_emotional_state,informational_support,emotional_support,esteem_support,tangible_support,network_support,other_support,support_needs,any_notes,other_demographic ,focus 
13,1684290,What are the signs of a heart attack/ I have had this before pain down my left arm like a rubber band around?,"It and burning behind my left breast and shoulder have gone to Drs several times they have done Ekgs and say they are fine. I do have bad anxiety take meds for it and under alot of stress this is scaring me..but Im sure if I go to ER they will just roll there eyes at me AGAIN...I also have dizziness all the time but major bad today/Any advice Does anyone think this could just be my anxiety,It feels like Im having hard time breathing..but my dad says Im talking fine. My Drs are sick of me. I have not been getting much sleep because of how Im so stressed and Im going to Physical thearpy for neck and back and right shoulder.Im a wreck!!",can't be too safe,heart attack,,,,.but Im sure if I go to ER they will just roll there eyes at me AGAIN...  m so stressed  .Im a wreck!!,heart attack,,,this is scaring me.,heart attack,,,,,My Drs are sick of me,heart attack,,,,,,,,,,,,"Any advice Does anyone think this could just be my anxiety,I","Any advice Does anyone think this could just be my anxiety,I",,"Any advice Does anyone think this could just be my anxiety,I",,No,,,
14,1213128,"I need help, exercise problem! Best answer gets 20 dollars through paypal?","Im overwieght and i take citolpram but, ive been feeling like a zombie in the day, sleep doesnt help me get my energy back, im too energyless to exercise,  ive been thinking of fatigue problems, like anema or cancer related, but the thing is i get energetic on a night and that stops me from going to bed till 5 am and then its a repeated cycle, is it due to no exercise, i cant even concentrate propely","you are on citalopram,it is selective serotonin receptor inhibitor drug,which mainly prescibed as antidepressant.Citalopram is given as a single daily dose, usually in the morning.
I don,t know on what dose you are: its normal dose is 20mg/once a day. And maimum is generally 40mg/day.
in your case citalopram is the offender for your described conditiins.
The main side effects of this medications are:Insomnia,Nausea, Dry Mouth, Sweating Increased, Fatigue,  Somnolence, Ejaculation Disorder ,impotence etc.,
I think your problem is not due to lack of exercise,anema or cancer.it may because of your citalopram dose and dosing schedule.
contact your physician for your concern",exercise problem!  energyless sleep problems,,,,I need help,exercise problem!  energyless sleep problems,,,,,,,,,i cant even concentrate propely,exercise problem!  energyless sleep problems,,,,,,,,,,,is it due to no exercise,I need help,,,Best answer gets 20 dollars through paypal?,,No,,,
16,4141384,"My tita is sick in the mind, we cannot afford to confine her in a private nursing home, what to do?","She is mentally ill, a 72 year old woman who is also starting to be senile aside from her sickness., I have 2 kids, ages 4 and 2 years old whom, I take care of everyday as my wife goes to work in an office.  My father, my tita's bro. is sick of asthma and hypertension. She's been doing a lot of unpleasant things trying to annoy us. My father has been confined in a hospital 3x already because of hypertension and asthma caused by my tita's insanity. My kids has never stopped getting sick maybe because my tita never takes a bath since. We tried our best to help her but she never listenes to us and insist what she wants. We all worry for our lives, specially the children's. My tita was formerly confined in a homecare in san juan. We pay P15,000 / mo. board and lodging, but we cannot afford that anymore as my tito rey who is based in the u.s. ceased giving financial support for my tita's confinement. Please help us what to do. Is there any govt. inst. where we can send my tita.","Here in the US, you would call the Health Dept. and ask what to do, or if they have any ideas for placement.  Tell them the kinds of things she does--if she puts herself or anyone else in danger, she might qualify for some kind of mental health placement.

Otherwise, look into ""adult day care"" or ""respite care.""  The first one takes care of older people while you are at work, and the second takes care of them to give you a break every now and then.  Or you could hire someone to come into her home to take care of her.

Sorry, I do not know the Puerto Rican healthcare system, but I hope somebody who does can help you.  Buena suerte.",my tita's insanity,,,,We tried our best to help her but she never listenes to us and insist what she wants.,my tita's insanity,,,"We all worry for our lives, specially the children's.",my tita's insanity,She's been doing a lot of unpleasant things trying to annoy us.,my tita's insanity,,,my tita never takes a bath,my tita's insanity,,,,,,,,,,,Is there any govt. inst. where we can send my tita.,Please help us what to do.,,,Please help us what to do.,,No,,,
17,2455065,What causes fainting?,"Two years ago I fainted, the doctors told me I had pools of blood in my legs. I have never been physically the same since then. I am 16 and not obesse, but yet I can not run the length of a football field without being totally exausted. Almost everytime I stand up from a sitting position, I get a wave of dizyness and my vision is distorted for a few seconds. My dad recently had a brain tumor removed, so I may be in a bad disposition. Can brain tumors cause fainting? How about diabeties, I have not been tested for that, could that be possible? I know I should consault a doctor, but we can't really afford it and I do not want to concern my parents since they are overwhelmed with my father's tumor removal. What can I do to prevent pre-fainting symptoms? Any help is great.",Lack of oxygen to the brain and low blood pressure and many more..if you are still worried then go back and speak to your Doctor.,fainting?,,,,"I am 16 and not obesse, but yet I can not run the length of a football field without being totally exausted",fainting?,,,Can brain tumors cause fainting?,fainting?,,,,,,,,,,,,,,,,,What causes fainting?,"I know I should consault a doctor, but we can't really afford it",,,What can I do to prevent pre-fainting symptoms? Any help is great.,,No,,,
18,251965,is this phimosis???,"i am male, 17. 
my P`s foreskin has not been retracted. actually i can force it to be retracted by pull the foreskin to the backside pf the glans and feel no pain. 

BUT.......

when i touch the glans...
(i`ll not describe it as painful..)
there are some strange feeings, hurt feelings at my glans.
this hurt is appeared only if i withdrawn my hand after touching the glans.

and if i`m erected with the foreskin behind the glans (force retracted), its very painful!!!

is this a phimosis??
and..., when do boys usually have their prepuce retracted?
thanks very much..........","Phimosis is a medical condition in which the foreskin of the penis of an uncircumcised male cannot be fully retracted. The word derives from the Greek phimos (_____, ""muzzle""). The term is confusing because it is used to denote both a physiologic stage of development (i.e., not a disease), and a pathologic condition (i.e., a condition that causes problems for a person). Elasticity and ambiguity of definition are especially common when referring to infants. Conflicting incidence reports and widely varying post-neonatal circumcision rates reflect looseness in the diagnostic criteria 2,3. Phimosis has become a topic of contention in circumcision debates (see 14 and Medical analysis of circumcision).

Phimosis in most but not all infants is physiologic rather than pathologic, whereas phimosis in older children and adults is more often pathologic than physiologic. Some have suggested that physiologic infantile phimosis be referred to as developmental nonretractility of the foreskin to more clearly distinguish this normal stage of development from pathologic forms of phimosis 10. Different management is appropriate.",phimosis,12-17 years old,Male,,its very painful!!!,phimosis,,,"there are some strange feeings, hurt feelings at my glans.",phimosis,,,,,,,,,,,hen do boys usually have their prepuce retracted?,phimosis,,,,,is this a phimosis??,when do boys usually have their prepuce retracted?,when do boys usually have their prepuce retracted?,,,,No,,,
19,3017414,Should I as a parent insist that my chilren go visit their grandma?,"I have 4 children a boy 21 and 3 girls, 16, 10, and 7. This is a very touchy subject for me. Because i love all my children and also love my mother/ their grandma with all my heart. Grandma is 53 years old. She worked hard for many years and has recently received diability for bad hips knees and arthritis. She is on lots of pain pills which i think cause her to be moody but she says its just because she doesnt feel good. One minute she is as kind as can be and the next, watch out. She might call you bad names or get in your face and wanna fight with you. She says she is sorry and this only happens because she doesnt feel good. I think maybe she has a bipolar disorder going on but she says NO! Any way the 2 oldest kids dont want to visit because of this, and the younger ones are starting to feel the same. She feels so bad beause they dont want to stop and visit. Should i tell my kids to go anyway or let them do as they feel comfortable with? I undersatnd their side as well as hers.","Yes they need to know other relatives, and why don't you go with them.",visit their grandma?  moody,,,,This is a very touchy subject for me,visit their grandma?  moody,,,"One minute she is as kind as can be and the next, watch out.",visit their grandma?  moody,she might call you bad names or get in your face and wanna fight with you.,visit their grandma?  moody,,,,,,,the younger ones are starting to feel the same.,visit their grandma?  moody,I undersatnd their side as well as hers.,visit their grandma?  moody,I think maybe she has a bipolar disorder going on but she says NO!,bipolar disorder   moody,,,,Should I as a parent insist that my chilren go visit their grandma?,,,Should i tell my kids to go anyway or let them do as they feel comfortable with?,,No,,,
20,4148225,possible milk allergy or lactose intolerance?,"I know there are many questions like this, and mine probably isn't different, but I couldn't find one that asked exactly what I wanted to know. My child is a toddler. He cannot speak very well so i am judging by his actions that something is wrong. When he drinks milk he vomits. When he Should i try giving him a glass of milk and seeing if he vomits? Is that cruel? am not for sure it is each time he has the things that his stomach gets offset. Should I ask the doctor or wait until I know or sure since he is so young? Should i try giving him a glass of milk and seeing if he vomits? Is that cruel? Any suggestions or advice woul be greatly appreciated. Thank you.","If you suspect that milk and milk products are a problem, take your child to the doctor and ask to have him tested for intolerances/allergies to this.  Make the appointment first, then make sure to write down ALL the food that he has had during the time period between making the appointment and going to it.  That way, you will have evidence of any reactions.  Also note if anything unusual is going on at home, if he is throwing tantrums, how frequent his stools are, and if he appears to have any reactions to any other foods.  I would not recommend specifically giving him foods that you think he may be allergic to... a true allergic reaction gets worse the more times you are exposed to it, so the outcome of giving him something he may be allergic to could be very harmful.  Talk to your child's doctor and see what he says before giving him anything you think he may be allergic to.",milk allergy or lactose intolerance?,,,,,,,,Should i try giving him a glass of milk and seeing if he vomits? Is that cruel?,,,,,,,,,,Should i try giving him a glass of milk and seeing if he vomits?,milk allergy or lactose intolerance?,The thing is i ahven't really been tracking this. I am not for sure it is each time,milk allergy or lactose intolerance?,,,,,Any suggestions or advice woul be greatly appreciated. Thank you.,Should I ask the doctor or wait until I know or sure since he is so young?,"I know there are many questions like this, and mine probably isn't different",,Should i try giving him a glass of milk and seeing if he vomits? Is that cruel?,,No,,,
21,3667727,"IS THERE ANY CHANCE TO GET HEPATITIS(A,B especially C)FROM KISSING ANOTHER PERSON WITH C & THERE IS A BLEEDING","is it possible to get hep when you kiss someone who has it and there is a bleeding in each person's mouth.does the saliva helps reduce the danger of transmitting it?are there any researches available about that?
  the fact is that i kissed a girl who has taken treatment and when i got home i brushed my teeth and cause of the brushing i bled.is there a chance of the virus to be transmitted this way? i don't really know if there's a bleeding in her mouth.",YES YES YES,HEPATITIS,,,,,,,,IS THERE ANY CHANCE TO GET HEPATITIS,HEPATITIS,,,,,,,,,,,,,,,,,are there any researches available about that?,IS THERE ANY CHANCE TO GET HEPATITIS,,,,,No,,,
22,1422791,hey can u be pregnant if u still have a heavy like period at first it was spot bleeding? well i have been?,"i know that  sounds gross lol just want to know from people who have been through pregnancys before.ive been feeling sick to my stomach, nausas, dizzyness, lightheaded, morning sickness but no vomiting, gained weight, bloated, frequent headaches backs been killing me i dont have a regular doc and i took a test a week ago and it was negative im on my period  but ive been feeling like this for 2 months now im not sure what it might be im scared not that u guys care just trying to get input or advice?","Either you're pregnant or you're sick with something else.  Either way you need to see a doctor.  If you have insurance then go see your primary care doctor or an OB/GYN.  If you don't have insurance you can go to Planned Parenthood, they provide health care for people without insurance.",pregnant,,Female,,not that u guys care,pregnant,,,ive been feeling like this for 2 months now im not sure what it might be im scared,pregnant,,,,,i know that  sounds gross lol just want to know,pregnant,,,,,,,,,,,just trying to get input or advice?,im scared not that u guys care just trying to get input or advice?,im scared not that u guys care just trying to get input or advice?,,just want to know from people who have been through pregnancys,,No,,,
27,3735349,Serious infertility question--need some advice from the ladies.?,"I am 32 yrs old...a coach, a teacher, a person who loves to work with kids...who got married 10 years ago to a woman who already had a son.  I found out a year into our marraige that I could not have my own child.  This, of course devastated me.  I have a good relationship wih my stepson, but it is not the same.  My wife refused to adopt.  I yearn for the father-child relationship that I have for whatever reason been deprived from having.  I have a rotten relationship with my wife.  Sex is non-existant...there is no intimacy.  Im losing my mind.  I want to leave and see if there is any hope of starting over but am afraid of the thought of dating and mentioning that I cannnot have kids.  What do I do?  Are there good girls still left for a 32 year old like me?  I just want to be #1 to somebody.","There are tons of other fish in the sea.  And there is surely one out there just for you, that has a more similar perspective than the woman you are currently with.  I totally say marriage is sacred but if you really can't work it out- there's no sense wasting your life away in an unfulfilling relationship. Each day you spend with someone who is not willing to to be flexible to make you happy and feel complete is a day you could have met the real woman of your dreams and missed out.",infertility,25-34 years old,Male,,I just want to be #1 to somebody.,infertility,,,hope of starting over but am afraid of the thought of dating,infertility,,,,,,,,,,,,,,,,,,Im losing my mind.,Are there good girls still left for a 32 year old like me?,,need some advice from the ladies.?,,"Yes: And there is surely one out there just for you,",,,
29,305868,i don't understand the value of treatment?,"Two years ago I was diagnosed with bipolar disorder, PTSD due to severe childhood sexual and physical abuse, and borderline personality disorder.  I hadn't tried to get any help before then, and was involuntarily committed because my roommate caught me drawing pictures with my blood (note to self: keep doors locked).  The doctors gave me a bunch of drugs that made me fat (I gained fifty pounds), so i quit them, and went crazy again (I threw blood on someone, but they deserved it).  So I spent another couple of months in the hospital and stayed fat.  Now I'm out, again, and have been off medication for nine months and am losing weight.  Aside from that I hate myself and sometimes I burn myself and sometimes I have panic attacks if I'm in sexual situations I'm doing pretty well.  All the doctors (at least the ones I can afford) want to do is pump me with medications that make sleepy and stupid and lazy.  Is it really such a problem that I'm not in therapy if I'm only a danger to myself?","The value of treatment is to offer you a chance to get a little relief from your emotional stress (it is EXHAUSTING to change moods fast, control anger, maintain relationships with family and friends, hold down a job, etc. when all of these goals conflict.) The world isn't easy for anyone, but it's exponentially harder when you're fighting depression, the desire to cut and maim yourself, uncontrollable compulsions, extreme anxiety and miscellaneous other pressures. You can choose not to continue therapy, but honestly you can live a more balanced life. You might have to change doctors a few times, and will DEFINITELY change medications more than a few times. Bipolar disorder is a chemical imbalance that requires medication to balance. And PTSD can be controlled with therapy. But you have to be willing to work with someone, and be patient. Its a long, hard road. But you have every right to a happier life. And I urge you to pursue it.","bipolar disorder, PTSD, and borderline personality disorder",,,,All the doctors ... want to do is pump me with medications that make sleepy and stupid and lazy,"bipolar disorder, PTSD, and borderline personality disorder",,,,,The doctors gave me a bunch of drugs that made me fat,"bipolar disorder, PTSD, and borderline personality disorder",,,,,,,,,i don't understand the value of treatment?,"bipolar disorder, PTSD, and borderline personality disorder",Aside from that I hate myself ....I'm doing pretty well.,"bipolar disorder, PTSD, and borderline personality disorder",,,i don't understand the value of treatment?,Is it really such a problem that I'm not in therapy if I'm only a danger to myself?,Is it really such a problem that I'm not in therapy if I'm only a danger to myself?,,,,Yes: But you have every right to a happier life.,,,
31,3887119,Why are these sypmtons showing during irregular period?,"Never had a normal period, doctor said i have Polycystic Ovary Syndrome. Now i'm currently on my period after months not having 1, now with heavy bleeding, clots, woozyness and  bad headaches. Today i had so much clotting that it came out on the floor it was alot considering how much blood is actually suppose to flow? Why am i feeling woozy and tired? What is this a sign of, and I know i should see a doctor, but like many others..thar fear is hauting me.","First off, take a deep breath and relax.  You are ok.  Next, call your doctor.  This is exactly the sort of stuff your ob-gyn is trained to handle, and will understand your situation.  Having PCS makes your periods a bit screwy as your hormones don't really act quite the way they should.  

Your doctor can evaluate you to find out 1) why you are clotting and to see if anything else is wrong with you (thyroid issues can make things go squirly too).

You are feeling woozy and tired most likely from the blood loss.  Losing a lot of blood can make you dehydrated, and anemic.  So rest, drink water, take a pain killer for the cramps and call your doctor.  

Good luck.  I know how scary this can seem, I have been through it myself, and for me it turned out to be nothing - some water, and a few weeks or iron pills for the anemia and I was fine.  But please, do call your doc.",irregular period,,Female,,,,,,"I know i should see a doctor, but like many others..thar fear is hauting me.","heavy bleeding, clots, woozyness and  bad headaches.",,,,,,,,,,,,,,,,,Why are these sypmtons showing during irregular period?,"What is this a sign of, and I know i should see a doctor, but like many others..thar fear is hauting me.",,,"What is this a sign of, and I know i should see a doctor, but like many others..thar fear is hauting me.",,"Yes: First off, take a deep breath and relax. ",,,
0,3672031,Tremendous pain in head and nerves while flying?,"Hi,

I feel heavy pain while I fly in plane. This happens especially when the plane starts landing. I feel the pain in the skull in the upper part of skull over eyes. The pain is unbearable and I feel tremendous pressure in my head and nerves start heavily stretching. I feel that the nerves in the head will blast. Please note that I feel heavy pain in the area near to eyes both sides of the face. This happens only at the time of landing and not the take-off. I am really worried of this situation and I am scared of flying now. I've felt this type of pain eight times of out of nine times I flied. Please provide some suggestion what kind of problem it could be. Please let me know if you have any idea about what kind of problem I may have or if any more details regarding to my problem.","Airplanes are pressurized, but they aren't pefect.  Pressure inside the plane probably drops just a hair below atmospheric pressure as the plane ascends, and once again increases back to atmospheric pressure as it descends.

Your head, especially the face, is full of air pockets called sinuses.  In addition to the sinuses that you see people complaining about in TV ads (i.e. the maxillary sinuses), there are the ethmoid sinuses, sphenoid sinuses, and frontal sinuses, plus others that I don't believe commmunicate with the external environment.  All of these sinuses are connected with the external environment via openings into your nose (you cannot see them, but an ENT physician deals with them all the time).  These openings allow the air pressure in the sinuses to equilibrate with the environment.  Furthermore, your middle ears are connected to the external environment via the Eustachian tubes which open into the nasopharynx.  Similarly, the pressure in the middle ear equilibrates with the pressure of the environment.

Sometimes, however, the openings of these sinuses in the nose can become obstructed for various reasons--infection being one of them.  Same situation with the Eustachain tubes.  I recall, as a child, having severe pain in my ears while on a plane.

This is where my knowledge is really lacking, but I'll give it a try.  I do know that middle ear infections are often very painful because of pressure accumilation due to obstructed Eustachian tubes (either obstructed or inflamed to the point where they no longer drain well into the nasopharynx).  Presumably the same applies to the sinuses in your face.  Inability to equilibrate with the environment, even if it's low pressure, may translate into pain.

You might want to ask your ENT about it, though.",pain in head and nerves,,,,,,,,I feel heavy pain while I fly in plane,pain,,,,,,,,,,,,,,,,,Please let me know if you have any idea about what kind of problem,I am scared of flying now,,,,,"Yes: You might want to ask your ENT about it, though.",,,
1,3619880,"Pain, Periods and blood clots??",I have Endometriosis and fibromyalgia and have taken 2 injections of Lupron. My last being in October. Since the new year I had spotted a couple of times. Then the day before yesterday I had my first full blown  lady time since my last injection.  The first day was a little crampy. Yesterday OH MY GOD...... I would have given my soul to the devil just to make the pain go away. Then finally went to the bathroom and passed some clot's. And it was almost immedietly the pain stopped and today I am feeling sooooooooooooo much better. Anyone else have the same problem with thier period or is this something I should worry about or is it normal?? Or is it a side effect of lupron????,"Yes I pass blood clots all the time when I get my period.  Not to mention the first day of my period I can't leave the house because I'm a heavy bleeder, I have to change every 30 minutes or look out I'm a big mess.  The blood clots give me killer cramps and it happens on the first day and on my third day of period.  It's horrible being a woman, I wish I could get my uterus taken out instead of going thru this every darn month.","Pain, Periods and blood clots",,Female,,,,And it was almost immedietly the pain stopped and today I am feeling sooooooooooooo much better.,pain stopped,I would have given my soul to the devil just to make the pain go away.,pain,,,,,,,,,,,,,,,,,Or is it a side effect of lupron????,s this something I should worry about or is it normal??,,,Anyone else have the same problem with thier period,,Yes: The blood clots give me killer cramps and it happens on the first day and on my third day of period. ,,,
2,3844191,Is this the cure for Autism?,"Thanks everyone for responding to my question.  I saw the lady again and she swears that her grandson was cured by this Dr Leong guy.  Here is the info from the net that i collected on Dr Leong Tole Center.  What do you all think about this?
AUTISM, AUTISTIC, ADHD, ADD, Coma Brain Damage, Special Autistic Kids Treatment Cure By our Master Tole .
 

These Autism , Epilepsy, coma, brain damage etc has been on our research and treatment top list from 1984 .  



Master Tole practices the complete Ancient Chinese Way of THE TOLE'S WAY OF MEDICATIONS in the modern Autism Treatment Cure -since 1984 for Autism.  
Each Autistic kids are not the same, different in a few or more conditions and also recovery condition , also lever and rate of recovery.  



(8)Autistic Kids.
1. Autistic Kids Disorder 
Autistic Kids symptoms:

(A) total of six (or more) items from (1), (2), and (3), 
with at least two from (1),
and one each from (2) and (3): 


1. Autism Autistic Kids qualitative impairment in social interaction, as manifested by at least two of the following: 
(a) Impairment in the use of multiple non-verbal behaviors such as eye-to-eye gaze, facial expression, body postures, and gestures to regulate social interaction 
(b) failure to developed relationships appropriate to developmental level 
(c) a lack of spontaneous seeking to share enjoyment, interests, or achievements with other people (e.g., by a lack of showing, bringing, or pointing out objects of interest) 
(d) lack of social or emotional response


2. Autism qualitative impairments in communication as manifested by at least one of the following: 
(a) delay in, or total lack of, the development of spoken language (not accompanied by an attempt to compensate through alternative modes of communication such as gestures or mime) 
(b) without adequate speech, marked impairment by in the ability to initiate or sustain a conversation with others 
(c) repetitive use of language or words or phases
(d) lack of varied, spontaneous make-believe play or social imitative play appropriate to developmental level 


3. Autism restricted repetitive and stereotyped patterns of behavior, interests, and activities, as manifested by at least one of the following: 
(a) autism encompassing preoccupation with one or more stereotyped patterns of interest that is abnormal either in intensity or focus 
(b) autism apparently inflexible adherence to specific, nonfunctional routines or rituals 
(c) stereotyped and repetitive motor mannerisms (e.g., hand or finger flapping or twisting, or complex whole-body movements or with an object) 
(d) autism persistent of liking an object, movements with sound.


(B) Delays or abnormal functioning in at least one of the following areas,
with onset around 2 and half of age to 3 and half years old:
(1) social interaction, 
(2) language as used in social communication, or 
(3) symbolic or imaginative play (playing or talking some form of outer space words or cartoon's words or play). 


Symptoms of Asperser's include: impaired ability to utilize social cues such as body language, irony, or other subtext of communication; restricted eye contact and socialization; limited range of encyclopedic interests; preservative, odd behaviors; didactic, verbose, monotone, droning voice; concrete thinking; over-sensitivity to certain stimuli; and unusual movements. 

All these are the symptom of autism and we have the treatment for all these problem. You have to spend enough time for the intensive treatment in order to get good result, it varies from 1 month to 6 months or more for intensive treatment (remedies, remedy).
Some of the Autistic kids that is difficult to get near to 100 % cure is that they started late on themselves more then 11 years old for some, and others are too stubborn, but we still gets major improvement about 80-90% or so until they can get easy living in their life.
We have long distance friends that",I think that this like many other things that have come and gone in the past years is unfortunatly not a cure.  People are always claiming that a diet or something is going to cure autism.  I work with children with autism and I've never heard about this working.  I know 5 years ago when they thought vaccines may be causing autism it was all over the news.  I think if it did it would be on the news and all over the place - because a cure for autism would be a big deal.  This may be a good treatment for some children but I don't think cure is the right word.  (This of course is just my personal opinion and it would never hurt to try a new treatment),Autism,,,,,,Thanks everyone for responding to my question.,responding to my question.,,,,,,,,,,,,,,,,,,,,What do you all think about this?,,Here is the info from the net that i collected on Dr Leong Tole Center.,,,Yes: (This of course is just my personal opinion and it would never hurt to try a new treatment),,,
3,1367893,Cough and tightness in chest?,"On Oct 18th I went to the hospital with bad stomach pain - tunred out I had pancreatitis.  I  must have caught a bug tthere because I got sick a few days later.  Went to the docs and got a 10 day dose of antibiotics which did nothing (sinus infection).  It then moved to my chest and I was coughing up thick green musous and caled the docs.   I had a low fever, tightness of the chest and cough.  They said the antibiotic must not have been hitting the right spot and called me in a 5 day prescription of Levaquin.   I was feeling better but still coughing up stuff so called the docs badk.  They said that is normal and to get on with normal activity.  Have been done with the Levaquin for 3 days but still have this tickle in the back of my throat and a cough that sometimes is dry and sometime productive.   Sometimes I have a tghtness and sometimes I don't.   I also have really bad pains on both of my sides from coughing so bad.  I think I injured my muscles as it is not like pluerisy. HELP!!!","Instead of typing all this crap, go see a people doctor",Cough and tightness in chest,,,,,,,,bad stomach pain,pancreatitis.,,,,,,,,,I was feeling better but still coughing up stuff,coughing,,,,,,,Cough and tightness in chest?,I think I injured my muscles as it is not like pluerisy. HELP!!!,,,,,No,,,
4,3450745,My doctor said I had chlamydia. Except.....please answer!!?,My doctor said she tested me the day I had my baby.. May 6th!! I was then negative for chlamydia.. Then when I had my 6 week check-up I was positive.. I barely had sex with my husband and I know for a fact he wasn't unfaithful between those times.. He was not out of my sight??? So i went and took the medicine! Should I have asked for a retest? Is it still possible to have her retest the same swab that read positive? Its very confusing and frustrating! Could I have had it before the baby? I had my baby 2 months early for no reason!!! Could she have missed it then??,re-test...try a different doctor,chlamydia.,,Female,,,,,,,,,,,,,,,,,,Its very confusing and frustrating! Could I have had it before the baby?,,,,,,Is it still possible to have her retest the same swab that read positive?,Should I have asked for a retest?,,,,,Yes: re-test...try a different doctor,,,
5,2737161,this pain is killing me i neeed some advise!!!!?,"damnn im so tired of this i have been sufering with UTI urinanry track infection,for 3 months all ready and its been hell and im only 17 and i went to the doc like 2 weeks ago and they gave me some medicine,and i took all of it and noww the things are still the same i have backpain and really high fevers and the backpain wont go away that will stay there and it not like a wetever pain is an intensive pain that it makes me cry!!and the thing i dont have medical so i connot go to any doctor, i have been going to this one too manny times and its kind of imberasing to show up again!!!!what should i do and my mom dosent know that i have UTi cause that was between me and the doctor cause u get that by a sexual condition and my mom dosent know i had sex,so the lady keep it betwen us..i dont know what should i do this pain is killing me!!!!","First of all,  UTIs are often not from having sex, you can get it many other ways, so I think you should tell your mom you are having pain this bad. If you are having fevers and back pain, the infection may have gotten to your kidneys, and this could be very serious. I suggest you go to the doctor as soon as possible, or to the emergency room if you can't go to a doctor. You may need some strong antibiotics and IV fluids to cure this. This needs to be taken seriously so get it checked out soon! Good luck!",Pain,12-17 years old,Female,,it not like a wetever pain is an intensive pain that it makes me cry!,intensive pain,,,"they gave me some medicine,and i took all of it and noww the things are still the same i have backpain",backpain,,,,,,,,,i have been going to this one too manny times and its kind of imberasing to show up again!!!!,imberasing,,,,,,,,what should i do,i dont know,,,,Yes: This needs to be taken seriously so get it checked out soon! Good luck!,,,
7,325799,i have a QUESTION ABOUT teeth infection?,ok hi again guys i have an infected tooth or @ least i think i do or can u get infected gums? well any way my face is swelled up and it hurts really REALLY bad i have a denist apponment its on monday i mean guys my face is really swelled is there any in home treatments ive already tryed gargling hot water and salt and gragiling wiskey anything else ? please help me u guys always do thanks ever so much love tessa!,you should consider seeing someone(even your dr) sooner than next week to get started on antibiotics.,teeth infection,,,,,,,,my face is swelled up and it hurts really REALLY bad,face is swelled,,,,,,,,,,,,,,,,,is there any in home treatments,please help me u guys always do,,,,,Yes: you should consider seeing someone(even your dr) sooner than next week to get started on antibiotics.,,,
8,3943342,How do you deal with an employee that is a hypochondriac?,This women I master is always feigning sickness and every week has a new ailment to add to her novel of self induced hallucinations of being injured or dieing. I have talked to her and she claims she is telling the truth about all of her ailments but I don't believe it. She is in her 30's and is more sick than an 80 year old woman. I am about to fire her butt if she doesn't change her sick ways. I have no time for weak minded people... All of my employees I master are also fed up with her and she is creating some resentment in my business.,"Use documentation!!! If she is ill and misses work, stick to your policy hand book and demand a doctor's note for her to return.  If she cannot, research employment laws where you are  (not sure where you are, but here, you must have good reason to can someone or you'll get sued)  Or, find another reason to fire her that is NOT HEALTH RELATED and that you have documentation of, like poor work performance, etc.",employee that is a hypochondriac?,35-44 years old,Female,,,,,,she claims she is telling the truth about all of her ailments but I don't believe it.,I don't believe it.,,,,,,,,I don't believe it,,,,,,,,,,she is creating some resentment in my business.,,,,,"Yes: Use documentation!!! If she is ill and misses work, stick to your policy hand book and demand a doctor's note for her to return",,,
9,2506758,not  sure  if i have  a  eating  disorder  or  not?,when i  look inthe   morrior  i  feel  fat   and  gross   i have been  counting   my  cals  for like  a  week or  to  not  quite   sure   how  long   but    for a  while and  iam  working  out  every day and  not eatting alot   when iam at  school    but  when  iam at  work  i binge alot  during the  day  becasue  iam  up  on my feet  form 8  to 2:30  and i  can see my  sholder    bone and   iam hiding it    form   peopel that    i  wrok with and    my  mom     found  out  form  my   sister's  friend iam  so  pissed     iam not  sure  if  i got  my  period  or not  for   this  month,"Most women look at themselves critically and think they look fat when they aren't. How much do you weigh? I have heard that if your weight gets to or below 42kg you stop getting periods, so if your that light you should see doctor immediately. You should be marking a calender and keeping track of your period. Stress or illness can also affect our cycle. You say you binge eat, do you purge? I hope not. Don't stay mad and your sisters friend, she acted out of concern for you. As does your mother, you should talk to her about how you feel too and she can help you.
You are a precious soul, take care of yourself and good luck.",eating  disorder,,Female,,,,,,i  can see my  sholder    bone and   iam hiding it    form   peopel that    i  wrok with,see my  sholder    bone,iam  so  pissed,my  mom     found  out,,,when i  look inthe   morrior  i  feel  fat   and  gross   i have been  counting   my  cals,fat,,,,,,,,,,,,when i  look inthe   morrior  i  feel  fat   and  gross   i have been  counting   my  cals,,,,,"Yes: You are a precious soul, take care of yourself and good luck.",,,
